,type-id,instance-id,timestamp,value
2819,263251,224285,2008-01-26,0.68
2843,263251,224285,2008-01-27,0.94
2867,263251,224285,2008-01-28,0.92
2891,263251,224285,2008-01-29,0.95
2915,263251,224285,2008-01-30,0.86
2939,263251,224285,2008-01-31,0.88
2963,263251,224285,2008-02-01,0.86
2987,263251,224285,2008-02-02,0.93
3011,263251,224285,2008-02-03,0.97
3035,263251,224285,2008-02-04,0.93
3059,263251,224285,2008-02-05,0.69
3083,263251,224285,2008-02-06,0.64
3107,263251,224285,2008-02-07,0.79
3131,263251,224285,2008-02-08,0.56
3155,263251,224285,2008-02-09,0.6
3179,263251,224285,2008-02-10,0.51
3203,263251,224285,2008-02-11,0.53
3227,263251,224285,2008-02-12,0.43
3251,263251,224285,2008-02-13,0.82
3275,263251,224285,2008-02-14,0.51
3299,263251,224285,2008-02-15,0.5
3323,263251,224285,2008-02-16,0.64
3347,263251,224285,2008-02-17,0.57
3371,263251,224285,2008-02-18,0.3
3395,263251,224285,2008-02-19,0.25
3419,263251,224285,2008-02-20,0.78
3443,263251,224285,2008-02-21,0.67
3467,263251,224285,2008-02-22,0.87
3491,263251,224285,2008-02-23,0.81
3515,263251,224285,2008-02-24,0.81
3539,263251,224285,2008-02-25,0.98
3563,263251,224285,2008-02-26,0.61
3587,263251,224285,2008-02-27,0.52
3611,263251,224285,2008-02-28,0.56
3635,263251,224285,2008-02-29,0.4
3659,263251,224285,2008-03-01,0.89
3683,263251,224285,2008-03-02,0.6
3707,263251,224285,2008-03-03,0.44
3731,263251,224285,2008-03-04,0.65
3755,263251,224285,2008-03-05,0.67
3779,263251,224285,2008-03-06,0.38
3803,263251,224285,2008-03-07,0.29
3827,263251,224285,2008-03-08,0.98
3851,263251,224285,2008-03-09,0.61
3875,263251,224285,2008-03-10,0.36
3899,263251,224285,2008-03-11,0.66
3923,263251,224285,2008-03-12,0.19
3947,263251,224285,2008-03-13,0.88
3971,263251,224285,2008-03-14,0.74
3995,263251,224285,2008-03-15,0.76
4019,263251,224285,2008-03-16,0.73
4043,263251,224285,2008-03-17,0.71
4067,263251,224285,2008-03-18,0.68
4091,263251,224285,2008-03-19,0.62
4115,263251,224285,2008-03-20,0.6
4139,263251,224285,2008-03-21,0.68
4163,263251,224285,2008-03-22,0.35
4187,263251,224285,2008-03-23,0.29
4211,263251,224285,2008-03-24,0.6
4235,263251,224285,2008-03-25,0.81
4259,263251,224285,2008-03-26,0.76
4283,263251,224285,2008-03-27,0.59
4307,263251,224285,2008-03-28,0.35
4331,263251,224285,2008-03-29,0.5
4355,263251,224285,2008-03-30,0.52
4379,263251,224285,2008-03-31,0.65
4403,263251,224285,2008-04-01,0.23
4427,263251,224285,2008-04-02,0.35
4451,263251,224285,2008-04-03,0.33
4475,263251,224285,2008-04-04,0.35
4499,263251,224285,2008-04-05,0.62
4523,263251,224285,2008-04-06,0.69
4547,263251,224285,2008-04-07,0.66
4571,263251,224285,2008-04-08,0.52
4595,263251,224285,2008-04-09,0.75
4619,263251,224285,2008-04-10,0.71
4643,263251,224285,2008-04-11,0.48
4667,263251,224285,2008-04-12,0.34
4691,263251,224285,2008-04-13,0.26
4715,263251,224285,2008-04-14,0.23
4739,263251,224285,2008-04-15,0.63
4763,263251,224285,2008-04-16,0.59
4787,263251,224285,2008-04-17,0.36
4811,263251,224285,2008-04-18,0.45
4835,263251,224285,2008-04-19,0.58
4859,263251,224285,2008-04-20,0.61
4883,263251,224285,2008-04-21,0.52
4907,263251,224285,2008-04-22,0.36
4931,263251,224285,2008-04-23,0.73
4955,263251,224285,2008-04-24,0.75
4979,263251,224285,2008-04-25,0.48
5003,263251,224285,2008-04-26,0.35
5027,263251,224285,2008-04-27,0.13
5051,263251,224285,2008-04-28,0.36
5075,263251,224285,2008-04-29,0.58
5099,263251,224285,2008-04-30,0.7
5123,263251,224285,2008-05-01,0.51
5147,263251,224285,2008-05-02,0.21
5171,263251,224285,2008-05-03,0.24
5195,263251,224285,2008-05-04,0.41
5219,263251,224285,2008-05-05,0.39
5243,263251,224285,2008-05-06,0.41
5267,263251,224285,2008-05-07,0.53
5291,263251,224285,2008-05-08,0.39
5315,263251,224285,2008-05-09,0.63
5339,263251,224285,2008-05-10,0.27
5363,263251,224285,2008-05-11,0.55
5387,263251,224285,2008-05-12,0.6
5411,263251,224285,2008-05-13,0.38
5435,263251,224285,2008-05-14,0.69
5459,263251,224285,2008-05-15,0.55
5483,263251,224285,2008-05-16,0.31
5507,263251,224285,2008-05-17,0.3
5531,263251,224285,2008-05-18,0.33
5555,263251,224285,2008-05-19,0.26
5579,263251,224285,2008-05-20,0.28
5603,263251,224285,2008-05-21,0.78
5627,263251,224285,2008-05-22,0.93
5651,263251,224285,2008-05-23,0.76
5675,263251,224285,2008-05-24,0.76
5699,263251,224285,2008-05-25,0.56
5723,263251,224285,2008-05-26,0.95
5747,263251,224285,2008-05-27,0.65
5771,263251,224285,2008-05-28,0.74
5795,263251,224285,2008-05-29,0.74
5819,263251,224285,2008-05-30,0.66
5843,263251,224285,2008-05-31,0.63
5867,263251,224285,2008-06-01,0.66
5891,263251,224285,2008-06-02,0.59
5915,263251,224285,2008-06-03,0.84
5939,263251,224285,2008-06-04,0.84
5963,263251,224285,2008-06-05,0.6
5987,263251,224285,2008-06-06,0.58
6011,263251,224285,2008-06-07,0.63
6035,263251,224285,2008-06-08,0.47
6059,263251,224285,2008-06-09,0.45
6083,263251,224285,2008-06-10,0.5
6107,263251,224285,2008-06-11,0.66
6131,263251,224285,2008-06-12,0.56
6155,263251,224285,2008-06-13,0.25
6179,263251,224285,2008-06-14,0.36
6203,263251,224285,2008-06-15,0.32
6227,263251,224285,2008-06-16,0.28
6251,263251,224285,2008-06-17,0.31
6275,263251,224285,2008-06-18,0.35
6299,263251,224285,2008-06-19,0.21
6323,263251,224285,2008-06-20,0.16
6347,263251,224285,2008-06-21,0.17
6371,263251,224285,2008-06-22,0.34
6395,263251,224285,2008-06-23,0.24
6419,263251,224285,2008-06-24,0.32
6443,263251,224285,2008-06-25,0.29
6467,263251,224285,2008-06-26,0.32
6491,263251,224285,2008-06-27,0.37
6515,263251,224285,2008-06-28,0.23
6539,263251,224285,2008-06-29,0.15
6563,263251,224285,2008-06-30,0.2
6587,263251,224285,2008-07-01,0.34
6611,263251,224285,2008-07-02,0.2
6635,263251,224285,2008-07-03,0.19
6659,263251,224285,2008-07-04,0.27
6683,263251,224285,2008-07-05,0.34
6707,263251,224285,2008-07-06,0.31
6731,263251,224285,2008-07-07,0.21
6755,263251,224285,2008-07-08,0.22
6779,263251,224285,2008-07-09,0.22
6803,263251,224285,2008-07-10,0.2
6827,263251,224285,2008-07-11,0.16
6851,263251,224285,2008-07-12,0.11
6875,263251,224285,2008-07-13,0.14
6899,263251,224285,2008-07-14,0.16
6923,263251,224285,2008-07-15,0.21
6947,263251,224285,2008-07-16,0.25
6971,263251,224285,2008-07-17,0.26
6995,263251,224285,2008-07-18,0.26
7019,263251,224285,2008-07-19,0.13
7043,263251,224285,2008-07-20,0.14
7067,263251,224285,2008-07-21,0.23
7091,263251,224285,2008-07-22,0.72
7115,263251,224285,2008-07-23,0.31
7139,263251,224285,2008-07-24,0.28
7163,263251,224285,2008-07-25,0.14
7187,263251,224285,2008-07-26,0.23
7211,263251,224285,2008-07-27,0.19
7235,263251,224285,2008-07-28,0.24
7259,263251,224285,2008-07-29,0.21
7283,263251,224285,2008-07-30,0.39
7307,263251,224285,2008-07-31,0.2
7331,263251,224285,2008-08-01,0.23
7355,263251,224285,2008-08-02,0.26
7379,263251,224285,2008-08-03,0.25
7403,263251,224285,2008-08-04,0.18
7427,263251,224285,2008-08-05,0.12
7451,263251,224285,2008-08-06,0.22
7475,263251,224285,2008-08-07,0.22
7499,263251,224285,2008-08-08,0.31
7523,263251,224285,2008-08-09,0.09
7547,263251,224285,2008-08-10,0.26
7571,263251,224285,2008-08-11,0.31
7595,263251,224285,2008-08-12,0.22
7619,263251,224285,2008-08-13,0.21
7643,263251,224285,2008-08-14,0.24
7667,263251,224285,2008-08-15,0.23
7691,263251,224285,2008-08-16,0.18
7715,263251,224285,2008-08-17,0.12
7739,263251,224285,2008-08-18,0.12
7763,263251,224285,2008-08-19,0.21
7787,263251,224285,2008-08-20,0.29
7811,263251,224285,2008-08-21,0.38
7835,263251,224285,2008-08-22,0.14
7859,263251,224285,2008-08-23,0.13
7883,263251,224285,2008-08-24,0.13
7907,263251,224285,2008-08-25,0.13
7931,263251,224285,2008-08-26,0.29
7955,263251,224285,2008-08-27,0.21
7979,263251,224285,2008-08-28,0.27
8003,263251,224285,2008-08-29,0.25
8027,263251,224285,2008-08-30,0.2
8051,263251,224285,2008-08-31,0.33
8075,263251,224285,2008-09-01,0.53
8099,263251,224285,2008-09-02,0.18
8123,263251,224285,2008-09-03,0.19
8147,263251,224285,2008-09-04,0.23
8171,263251,224285,2008-09-05,0.31
8195,263251,224285,2008-09-06,0.3
8219,263251,224285,2008-09-07,0.3
8243,263251,224285,2008-09-08,0.23
8267,263251,224285,2008-09-09,0.15
8291,263251,224285,2008-09-10,0.32
8315,263251,224285,2008-09-11,0.24
8339,263251,224285,2008-09-12,0.15
8363,263251,224285,2008-09-13,0.18
8387,263251,224285,2008-09-14,0.15
8411,263251,224285,2008-09-15,0.09
8435,263251,224285,2008-09-16,0.1
8459,263251,224285,2008-09-17,0.16
8483,263251,224285,2008-09-18,0.19
8507,263251,224285,2008-09-19,0.25
8531,263251,224285,2008-09-20,0.75
8555,263251,224285,2008-09-21,0.67
8579,263251,224285,2008-09-22,0.71
8603,263251,224285,2008-09-23,0.32
8627,263251,224285,2008-09-24,0.13
8651,263251,224285,2008-09-25,0.18
8675,263251,224285,2008-09-26,0.16
8699,263251,224285,2008-09-27,0.21
8723,263251,224285,2008-09-28,0.14
8747,263251,224285,2008-09-29,0.16
8771,263251,224285,2008-09-30,0.27
8795,263251,224285,2008-10-01,0.22
8819,263251,224285,2008-10-02,0.6
8843,263251,224285,2008-10-03,0.48
8867,263251,224285,2008-10-04,0.95
8891,263251,224285,2008-10-05,0.85
8915,263251,224285,2008-10-06,0.7
8939,263251,224285,2008-10-07,0.36
8963,263251,224285,2008-10-08,0.34
8987,263251,224285,2008-10-09,0.54
9011,263251,224285,2008-10-10,0.98
9035,263251,224285,2008-10-11,0.64
9059,263251,224285,2008-10-12,0.54
9083,263251,224285,2008-10-13,0.43
9107,263251,224285,2008-10-14,0.39
9131,263251,224285,2008-10-15,0.57
9155,263251,224285,2008-10-16,0.25
9179,263251,224285,2008-10-17,0.23
9203,263251,224285,2008-10-18,0.17
9227,263251,224285,2008-10-19,0.32
9251,263251,224285,2008-10-20,0.39
9275,263251,224285,2008-10-21,0.46
9299,263251,224285,2008-10-22,0.17
9323,263251,224285,2008-10-23,0.1
9347,263251,224285,2008-10-24,0.19
9371,263251,224285,2008-10-25,0.28
9395,263251,224285,2008-10-26,0.08
9419,263251,224285,2008-10-27,0.2
9443,263251,224285,2008-10-28,0.17
9467,263251,224285,2008-10-29,0.17
9491,263251,224285,2008-10-30,0.24
9515,263251,224285,2008-10-31,0.34
9539,263251,224285,2008-11-01,0.59
9563,263251,224285,2008-11-02,0.9
9587,263251,224285,2008-11-03,0.87
9611,263251,224285,2008-11-04,1.0
9635,263251,224285,2008-11-05,0.78
9659,263251,224285,2008-11-06,0.94
9683,263251,224285,2008-11-07,0.63
9707,263251,224285,2008-11-08,0.61
9731,263251,224285,2008-11-09,0.98
9755,263251,224285,2008-11-10,1.0
9779,263251,224285,2008-11-11,0.99
9803,263251,224285,2008-11-12,1.0
9827,263251,224285,2008-11-13,1.0
9851,263251,224285,2008-11-14,0.48
9875,263251,224285,2008-11-15,0.22
9899,263251,224285,2008-11-16,0.28
9923,263251,224285,2008-11-17,0.24
9947,263251,224285,2008-11-18,0.26
9971,263251,224285,2008-11-19,0.28
9995,263251,224285,2008-11-20,0.33
10019,263251,224285,2008-11-21,0.4
10043,263251,224285,2008-11-22,0.51
10067,263251,224285,2008-11-23,0.59
10091,263251,224285,2008-11-24,0.37
10115,263251,224285,2008-11-25,0.33
10139,263251,224285,2008-11-26,0.33
10163,263251,224285,2008-11-27,0.71
10187,263251,224285,2008-11-28,0.79
10211,263251,224285,2008-11-29,0.93
10235,263251,224285,2008-11-30,0.78
10259,263251,224285,2008-12-01,0.53
10283,263251,224285,2008-12-02,1.0
10307,263251,224285,2008-12-03,0.8
10331,263251,224285,2008-12-04,0.71
10355,263251,224285,2008-12-05,0.17
10379,263251,224285,2008-12-06,0.16
10403,263251,224285,2008-12-07,0.37
10427,263251,224285,2008-12-08,0.94
10451,263251,224285,2008-12-09,0.66
10475,263251,224285,2008-12-10,0.26
10499,263251,224285,2008-12-11,0.56
10523,263251,224285,2008-12-12,0.62
10547,263251,224285,2008-12-13,0.91
10571,263251,224285,2008-12-14,0.95
10595,263251,224285,2008-12-15,0.95
10619,263251,224285,2008-12-16,0.94
10643,263251,224285,2008-12-17,0.88
10667,263251,224285,2008-12-18,0.66
10691,263251,224285,2008-12-19,0.85
10715,263251,224285,2008-12-20,0.97
10739,263251,224285,2008-12-21,1.0
10763,263251,224285,2008-12-22,0.99
10787,263251,224285,2008-12-23,0.97
10811,263251,224285,2008-12-24,0.98
10835,263251,224285,2008-12-25,0.98
10859,263251,224285,2008-12-26,0.96
10883,263251,224285,2008-12-27,0.97
10907,263251,224285,2008-12-28,1.0
10931,263251,224285,2008-12-29,0.72
10955,263251,224285,2008-12-30,0.72
10979,263251,224285,2008-12-31,0.6
11003,263251,224285,2009-01-01,0.73
11027,263251,224285,2009-01-02,0.97
11051,263251,224285,2009-01-03,0.79
11075,263251,224285,2009-01-04,0.54
11099,263251,224285,2009-01-05,1.0
11123,263251,224285,2009-01-06,1.0
11147,263251,224285,2009-01-07,0.7
11171,263251,224285,2009-01-08,0.95
11195,263251,224285,2009-01-09,0.68
11219,263251,224285,2009-01-10,0.35
11243,263251,224285,2009-01-11,0.74
11267,263251,224285,2009-01-12,1.0
11291,263251,224285,2009-01-13,0.5
11315,263251,224285,2009-01-14,0.25
11339,263251,224285,2009-01-15,0.3
11363,263251,224285,2009-01-16,0.19
11387,263251,224285,2009-01-17,0.32
11411,263251,224285,2009-01-18,0.14
11435,263251,224285,2009-01-19,0.17
11459,263251,224285,2009-01-20,0.14
11483,263251,224285,2009-01-21,0.22
11507,263251,224285,2009-01-22,0.97
11531,263251,224285,2009-01-23,1.0
11555,263251,224285,2009-01-24,1.0
11579,263251,224285,2009-01-25,0.97
11603,263251,224285,2009-01-26,0.9
11627,263251,224285,2009-01-27,0.78
11651,263251,224285,2009-01-28,0.85
11675,263251,224285,2009-01-29,0.65
11699,263251,224285,2009-01-30,0.44
11723,263251,224285,2009-01-31,0.54
11747,263251,224285,2009-02-01,0.23
11771,263251,224285,2009-02-02,0.22
11795,263251,224285,2009-02-03,0.35
11819,263251,224285,2009-02-04,0.3
11843,263251,224285,2009-02-05,0.42
11867,263251,224285,2009-02-06,0.7
11891,263251,224285,2009-02-07,0.69
11915,263251,224285,2009-02-08,0.52
11939,263251,224285,2009-02-09,0.98
11963,263251,224285,2009-02-10,0.66
11987,263251,224285,2009-02-11,0.99
12011,263251,224285,2009-02-12,0.68
12035,263251,224285,2009-02-13,0.61
12059,263251,224285,2009-02-14,0.86
12083,263251,224285,2009-02-15,0.57
12107,263251,224285,2009-02-16,0.42
12131,263251,224285,2009-02-17,0.96
12155,263251,224285,2009-02-18,0.68
12179,263251,224285,2009-02-19,0.45
12203,263251,224285,2009-02-20,0.4
12227,263251,224285,2009-02-21,0.32
12251,263251,224285,2009-02-22,0.41
12275,263251,224285,2009-02-23,0.82
12299,263251,224285,2009-02-24,0.68
12323,263251,224285,2009-02-25,0.69
12347,263251,224285,2009-02-26,0.97
12371,263251,224285,2009-02-27,0.43
12395,263251,224285,2009-02-28,0.3
12419,263251,224285,2009-03-01,0.3
12443,263251,224285,2009-03-02,0.48
12467,263251,224285,2009-03-03,0.59
12491,263251,224285,2009-03-04,0.95
12515,263251,224285,2009-03-05,0.78
12539,263251,224285,2009-03-06,0.98
12563,263251,224285,2009-03-07,0.59
12587,263251,224285,2009-03-08,0.7
12611,263251,224285,2009-03-09,0.77
12635,263251,224285,2009-03-10,0.9
12659,263251,224285,2009-03-11,0.43
12683,263251,224285,2009-03-12,0.53
12707,263251,224285,2009-03-13,0.23
12731,263251,224285,2009-03-14,0.37
12755,263251,224285,2009-03-15,0.7
12779,263251,224285,2009-03-16,0.65
12803,263251,224285,2009-03-17,0.7
12827,263251,224285,2009-03-18,0.33
12851,263251,224285,2009-03-19,0.33
12875,263251,224285,2009-03-20,0.35
12899,263251,224285,2009-03-21,0.44
12923,263251,224285,2009-03-22,0.73
12947,263251,224285,2009-03-23,0.68
12971,263251,224285,2009-03-24,1.0
12995,263251,224285,2009-03-25,1.0
13019,263251,224285,2009-03-26,0.78
13043,263251,224285,2009-03-27,0.53
13067,263251,224285,2009-03-28,0.56
13091,263251,224285,2009-03-29,0.91
13115,263251,224285,2009-03-30,0.64
13139,263251,224285,2009-03-31,0.81
13163,263251,224285,2009-04-01,0.59
13187,263251,224285,2009-04-02,0.91
13211,263251,224285,2009-04-03,0.79
13235,263251,224285,2009-04-04,0.63
13259,263251,224285,2009-04-05,0.34
13283,263251,224285,2009-04-06,0.26
13307,263251,224285,2009-04-07,0.2
13331,263251,224285,2009-04-08,0.96
13355,263251,224285,2009-04-09,0.99
13379,263251,224285,2009-04-10,0.9
13403,263251,224285,2009-04-11,0.85
13427,263251,224285,2009-04-12,0.53
13451,263251,224285,2009-04-13,0.55
13475,263251,224285,2009-04-14,0.78
13499,263251,224285,2009-04-15,0.89
13523,263251,224285,2009-04-16,0.54
13547,263251,224285,2009-04-17,0.44
13571,263251,224285,2009-04-18,0.54
13595,263251,224285,2009-04-19,0.33
13619,263251,224285,2009-04-20,0.26
13643,263251,224285,2009-04-21,0.24
13667,263251,224285,2009-04-22,0.34
13691,263251,224285,2009-04-23,0.47
13715,263251,224285,2009-04-24,0.48
13739,263251,224285,2009-04-25,0.42
13763,263251,224285,2009-04-26,0.53
13787,263251,224285,2009-04-27,0.27
13811,263251,224285,2009-04-28,0.97
13835,263251,224285,2009-04-29,0.87
13859,263251,224285,2009-04-30,0.77
13883,263251,224285,2009-05-01,0.98
13907,263251,224285,2009-05-02,0.8
13931,263251,224285,2009-05-03,0.88
13955,263251,224285,2009-05-04,0.71
13979,263251,224285,2009-05-05,0.47
14003,263251,224285,2009-05-06,0.54
14027,263251,224285,2009-05-07,0.67
14051,263251,224285,2009-05-08,0.42
14075,263251,224285,2009-05-09,0.26
14099,263251,224285,2009-05-10,0.24
14123,263251,224285,2009-05-11,0.46
14147,263251,224285,2009-05-12,0.42
14171,263251,224285,2009-05-13,0.28
14195,263251,224285,2009-05-14,0.57
14219,263251,224285,2009-05-15,0.53
14243,263251,224285,2009-05-16,0.29
14267,263251,224285,2009-05-17,0.18
14291,263251,224285,2009-05-18,0.17
14315,263251,224285,2009-05-19,0.19
14339,263251,224285,2009-05-20,0.26
14363,263251,224285,2009-05-21,0.24
14387,263251,224285,2009-05-22,0.24
14411,263251,224285,2009-05-23,0.28
14435,263251,224285,2009-05-24,0.56
14459,263251,224285,2009-05-25,0.3
14483,263251,224285,2009-05-26,0.23
14507,263251,224285,2009-05-27,0.26
14531,263251,224285,2009-05-28,0.22
14555,263251,224285,2009-05-29,0.22
14579,263251,224285,2009-05-30,0.36
14603,263251,224285,2009-05-31,0.49
14627,263251,224285,2009-06-01,0.87
14651,263251,224285,2009-06-02,0.63
14675,263251,224285,2009-06-03,0.52
14699,263251,224285,2009-06-04,0.28
14723,263251,224285,2009-06-05,0.35
14747,263251,224285,2009-06-06,1.0
14771,263251,224285,2009-06-07,0.81
14795,263251,224285,2009-06-08,0.63
14819,263251,224285,2009-06-09,0.45
14843,263251,224285,2009-06-10,0.78
14867,263251,224285,2009-06-11,0.71
14891,263251,224285,2009-06-12,0.57
14915,263251,224285,2009-06-13,0.93
14939,263251,224285,2009-06-14,0.87
14963,263251,224285,2009-06-15,0.92
14987,263251,224285,2009-06-16,0.64
15011,263251,224285,2009-06-17,0.91
15035,263251,224285,2009-06-18,0.6
15059,263251,224285,2009-06-19,0.42
15083,263251,224285,2009-06-20,0.68
15107,263251,224285,2009-06-21,0.76
15131,263251,224285,2009-06-22,0.53
15155,263251,224285,2009-06-23,0.37
15179,263251,224285,2009-06-24,0.23
15203,263251,224285,2009-06-25,0.3
15227,263251,224285,2009-06-26,0.31
15251,263251,224285,2009-06-27,0.23
15275,263251,224285,2009-06-28,0.2
15299,263251,224285,2009-06-29,0.31
15323,263251,224285,2009-06-30,0.31
15347,263251,224285,2009-07-01,0.39
15371,263251,224285,2009-07-02,0.27
15395,263251,224285,2009-07-03,0.47
15419,263251,224285,2009-07-04,0.31
15443,263251,224285,2009-07-05,0.31
15467,263251,224285,2009-07-06,0.31
15491,263251,224285,2009-07-07,0.29
15515,263251,224285,2009-07-08,0.42
15539,263251,224285,2009-07-09,0.28
15563,263251,224285,2009-07-10,0.22
15587,263251,224285,2009-07-11,0.1
15611,263251,224285,2009-07-12,0.3
15635,263251,224285,2009-07-13,0.6
15659,263251,224285,2009-07-14,0.3
15683,263251,224285,2009-07-15,0.16
15707,263251,224285,2009-07-16,0.14
15731,263251,224285,2009-07-17,0.13
15755,263251,224285,2009-07-18,0.12
15779,263251,224285,2009-07-19,0.26
15803,263251,224285,2009-07-20,0.16
15827,263251,224285,2009-07-21,0.12
15851,263251,224285,2009-07-22,0.14
15875,263251,224285,2009-07-23,0.16
15899,263251,224285,2009-07-24,0.22
15923,263251,224285,2009-07-25,0.25
15947,263251,224285,2009-07-26,0.27
15971,263251,224285,2009-07-27,0.42
15995,263251,224285,2009-07-28,0.33
16019,263251,224285,2009-07-29,0.3
16043,263251,224285,2009-07-30,0.25
16067,263251,224285,2009-07-31,0.19
16091,263251,224285,2009-08-01,0.17
16115,263251,224285,2009-08-02,0.14
16139,263251,224285,2009-08-03,0.28
16163,263251,224285,2009-08-04,0.27
16187,263251,224285,2009-08-05,0.19
16211,263251,224285,2009-08-06,0.86
16235,263251,224285,2009-08-07,1.0
16259,263251,224285,2009-08-08,1.0
16283,263251,224285,2009-08-09,0.49
16307,263251,224285,2009-08-10,0.28
16331,263251,224285,2009-08-11,0.21
16355,263251,224285,2009-08-12,0.24
16379,263251,224285,2009-08-13,0.36
16403,263251,224285,2009-08-14,0.52
16427,263251,224285,2009-08-15,0.48
16451,263251,224285,2009-08-16,0.31
16475,263251,224285,2009-08-17,0.31
16499,263251,224285,2009-08-18,0.28
16523,263251,224285,2009-08-19,0.22
16547,263251,224285,2009-08-20,0.22
16571,263251,224285,2009-08-21,0.24
16595,263251,224285,2009-08-22,0.25
16619,263251,224285,2009-08-23,0.48
16643,263251,224285,2009-08-24,0.42
16667,263251,224285,2009-08-25,0.19
16691,263251,224285,2009-08-26,0.11
16715,263251,224285,2009-08-27,0.14
16739,263251,224285,2009-08-28,0.14
16763,263251,224285,2009-08-29,0.32
16787,263251,224285,2009-08-30,0.5
16811,263251,224285,2009-08-31,0.26
16835,263251,224285,2009-09-01,0.23
16859,263251,224285,2009-09-02,0.18
16883,263251,224285,2009-09-03,0.19
16907,263251,224285,2009-09-04,0.21
16931,263251,224285,2009-09-05,0.18
16955,263251,224285,2009-09-06,0.44
16979,263251,224285,2009-09-07,0.36
17003,263251,224285,2009-09-08,0.16
17027,263251,224285,2009-09-09,0.12
17051,263251,224285,2009-09-10,0.13
17075,263251,224285,2009-09-11,0.17
17099,263251,224285,2009-09-12,0.16
17123,263251,224285,2009-09-13,0.23
17147,263251,224285,2009-09-14,0.57
17171,263251,224285,2009-09-15,0.44
17195,263251,224285,2009-09-16,0.33
17219,263251,224285,2009-09-17,0.32
17243,263251,224285,2009-09-18,0.3
17267,263251,224285,2009-09-19,0.18
17291,263251,224285,2009-09-20,0.36
17315,263251,224285,2009-09-21,0.26
17339,263251,224285,2009-09-22,0.16
17363,263251,224285,2009-09-23,0.17
17387,263251,224285,2009-09-24,0.13
17411,263251,224285,2009-09-25,0.18
17435,263251,224285,2009-09-26,0.15
17459,263251,224285,2009-09-27,0.15
17483,263251,224285,2009-09-28,0.09
17507,263251,224285,2009-09-29,0.24
17531,263251,224285,2009-09-30,0.62
17555,263251,224285,2009-10-01,0.43
17579,263251,224285,2009-10-02,0.3
17603,263251,224285,2009-10-03,0.54
17627,263251,224285,2009-10-04,1.0
17651,263251,224285,2009-10-05,1.0
17675,263251,224285,2009-10-06,0.77
17699,263251,224285,2009-10-07,0.56
17723,263251,224285,2009-10-08,0.37
17747,263251,224285,2009-10-09,0.55
17771,263251,224285,2009-10-10,0.58
17795,263251,224285,2009-10-11,0.58
17819,263251,224285,2009-10-12,0.37
17843,263251,224285,2009-10-13,0.52
17867,263251,224285,2009-10-14,0.61
17891,263251,224285,2009-10-15,0.59
17915,263251,224285,2009-10-16,0.48
17939,263251,224285,2009-10-17,0.31
17963,263251,224285,2009-10-18,0.46
17987,263251,224285,2009-10-19,0.79
18011,263251,224285,2009-10-20,0.75
18035,263251,224285,2009-10-21,0.66
18059,263251,224285,2009-10-22,0.67
18083,263251,224285,2009-10-23,0.61
18107,263251,224285,2009-10-24,0.63
18131,263251,224285,2009-10-25,0.36
18155,263251,224285,2009-10-26,0.3
18179,263251,224285,2009-10-27,0.95
18203,263251,224285,2009-10-28,0.66
18227,263251,224285,2009-10-29,0.81
18251,263251,224285,2009-10-30,1.0
18275,263251,224285,2009-10-31,0.58
18299,263251,224285,2009-11-01,0.82
18323,263251,224285,2009-11-02,0.47
18347,263251,224285,2009-11-03,0.36
18371,263251,224285,2009-11-04,0.22
18395,263251,224285,2009-11-05,0.26
18419,263251,224285,2009-11-06,0.7
18443,263251,224285,2009-11-07,0.69
18467,263251,224285,2009-11-08,0.46
18491,263251,224285,2009-11-09,0.27
18515,263251,224285,2009-11-10,0.53
18539,263251,224285,2009-11-11,0.55
18563,263251,224285,2009-11-12,0.94
18587,263251,224285,2009-11-13,0.79
18611,263251,224285,2009-11-14,0.97
18635,263251,224285,2009-11-15,0.39
18659,263251,224285,2009-11-16,0.31
18683,263251,224285,2009-11-17,0.26
18707,263251,224285,2009-11-18,0.7
18731,263251,224285,2009-11-19,0.27
18755,263251,224285,2009-11-20,0.23
18779,263251,224285,2009-11-21,0.97
18803,263251,224285,2009-11-22,1.0
18827,263251,224285,2009-11-23,0.62
18851,263251,224285,2009-11-24,0.22
18875,263251,224285,2009-11-25,0.44
18899,263251,224285,2009-11-26,0.38
18923,263251,224285,2009-11-27,0.52
18947,263251,224285,2009-11-28,0.48
18971,263251,224285,2009-11-29,0.55
18995,263251,224285,2009-11-30,0.46
19019,263251,224285,2009-12-01,0.69
19043,263251,224285,2009-12-02,0.6
19067,263251,224285,2009-12-03,0.45
19091,263251,224285,2009-12-04,0.31
19115,263251,224285,2009-12-05,0.75
19139,263251,224285,2009-12-06,0.58
19163,263251,224285,2009-12-07,0.65
19187,263251,224285,2009-12-08,0.87
19211,263251,224285,2009-12-09,0.64
19235,263251,224285,2009-12-10,0.38
19259,263251,224285,2009-12-11,0.3
19283,263251,224285,2009-12-12,1.0
19307,263251,224285,2009-12-13,1.0
19331,263251,224285,2009-12-14,0.95
19355,263251,224285,2009-12-15,1.0
19379,263251,224285,2009-12-16,1.0
19403,263251,224285,2009-12-17,0.72
19427,263251,224285,2009-12-18,0.75
19451,263251,224285,2009-12-19,0.68
19475,263251,224285,2009-12-20,0.58
19499,263251,224285,2009-12-21,0.73
19523,263251,224285,2009-12-22,0.94
19547,263251,224285,2009-12-23,0.7
19571,263251,224285,2009-12-24,0.56
